,Game-title,Genre
3945,Beat Hazard,Shooter
3946,Dawn of Discovery - Demo,Genre not found
3947,Dawn of Discovery - Venice,Genre not found
3948,Frontlines Fuel of War,Shooter
3949,Full Spectrum Warrior,Shooter
3950,Full Spectrum Warrior Ten Hammers,Real Time Strategy (RTS)
3951,HeXen Beyond Heretic,Shooter
3952,HeXen Deathkings of the Dark Citadel,Shooter
3953,HeXen II,Shooter
3954,Heretic Shadow of the Serpent Riders,Shooter
3955,Juiced 2 Hot Import Nights,Racing
3956,Lunar Flight,Simulator
3957,Quake II,Shooter
3958,Quake II Ground Zero,Shooter
3959,Quake II The Reckoning,Shooter
3960,Quake Mission Pack 1 Scourge of Armagon,Shooter
3961,Quake Mission Pack 2 Dissolution of Eternity,Shooter
3962,Rogue Warrior,Shooter
3963,Sunless Sea,Real Time Strategy (RTS)
3964,The Wonderful End of the World,Puzzle
3965,Wolfenstein 3D,Shooter
3966,Wolfenstein 3D Spear of Destiny,Shooter
3967,Zuma's Revenge! - Adventure,Genre not found
3968,0RBITALIS,Puzzle
3969,10 Second Ninja,Fighting
3970,Absolute Drift,Racing
3971,Blast Em! Source Code,Genre not found
3972,Concursion,Platform
3973,Five Nights at Freddy's 2,Simulator
3974,Killing Floor Uncovered,Genre not found
3975,Layers of Fear,Puzzle
3976,Life Is Strange,Adventure
3977,Mays Mysteries The Secret of Dragonville,Puzzle
3978,Montague's Mount,Simulator
3979,Over 9000 Zombies!,Shooter
3980,Richard & Alice,Point-and-click
3981,SOMA,Puzzle
3982,Shovel Knight,Platform
3983,Speedball 2 HD,Sport
3984,The Shopkeeper,Point-and-click
3985,Aliens versus Predator Classic 2000,Shooter
3986,Analogue A Hate Story,Adventure
3987,Blood Bowl Chaos Edition,Real Time Strategy (RTS)
3988,Broken Sword 2 - the Smoking Mirror Remastered,Point-and-click
3989,Broken Sword 3 - the Sleeping Dragon,Point-and-click
3990,Desperados - Wanted Dead or Alive,Real Time Strategy (RTS)
3991,Divinity Dragon Commander Beta,Genre not found
3992,FINAL FANTASY VIII,Role-playing (RPG)
3993,Jade Empire Special Edition,Role-playing (RPG)
3994,King Arthur's Gold,Platform
3995,Spacebase DF-9,Real Time Strategy (RTS)
3996,Gotham City Impostors,Shooter
3997,Gotham City Impostors Free To Play,Genre not found
3998,3DMark Vantage,Genre not found
3999,Another World,Genre not found
4000,Bone Out from Boneville,Puzzle
4001,Bone The Great Cow Race,Puzzle
4002,Call of Duty 2,Shooter
4003,Cities XXL,Real Time Strategy (RTS)
4004,Contrast,Platform
4005,Etherium,Real Time Strategy (RTS)
4006,Faery - Legends of Avalon,Role-playing (RPG)
4007,Final Exam,Adventure
4008,Heroes of Might & Magic V,Role-playing (RPG)
4009,Law & Order Legacies,Adventure
4010,Pacific Storm,Real Time Strategy (RTS)
4011,Postal 3,Shooter
4012,Pro Cycling Manager 2015,Simulator
4013,Resident Evil / biohazard HD REMASTER,Genre not found
4014,Sam & Max 201 Ice Station Santa,Point-and-click
4015,Sam & Max 202 Moai Better Blues,Point-and-click
4016,Sam & Max 203 Night of the Raving Dead,Point-and-click
4017,Sam & Max 204 Chariots of the Dogs,Point-and-click
4018,Sam & Max 205 What's New Beelzebub?,Point-and-click
4019,Space Run,Arcade
4020,Steel Ocean,Simulator
4021,Strong Bad Episode 1 Homestar Ruiner,Adventure
4022,Strong Bad Episode 2 Strong Badia the Free,Adventure
4023,Strong Bad Episode 3 Baddest of the Bands,Adventure
4024,Strong Bad Episode 4 Dangeresque 3,Point-and-click
4025,Strong Bad Episode 5 8-Bit Is Enough,Adventure
4026,Telltale Texas Hold'Em,Simulator
4027,Tom Clancy's Rainbow Six 3 Athena Sword,Shooter
4028,Tom Clancy's Rainbow Six 3 Gold Edition,Shooter
4029,Wolfenstein The New Order German Edition,Genre not found
4030,Yesterday,Visual Novel
4031,Fahrenheit Indigo Prophecy Remastered,Role-playing (RPG)
4032,The Escapists The Walking Dead,Genre not found
4033,The Sims(TM) 3,Genre not found
4034,Akuatica,Adventure
4035,FIST OF AWESOME,Hack and slash/Beat 'em up
4036,GALAK-Z,Shooter
4037,POSTAL 2,Shooter
4038,Planet of the Eyes,Platform
4039,Street Fighter X Tekken,Fighting
4040,The Maw Speeder Lane,Platform
4041,Zotrix,Shooter
4042,Zuma's Revenge,Puzzle
4043,Doctor Who The Eternity Clock,Platform
4044,Agarest Generations of War,Role-playing (RPG)
4045,Age of Wonders Trilogy Soundtrack,Genre not found
4046,Angels Fall First,Fighting
4047,Carrier Command Gaea Mission,Shooter
4048,Clickteam Fusion 2.5,Genre not found
4049,Condemned Criminal Origins,Shooter
4050,Delver,Shooter
4051,Depths of Peril,Role-playing (RPG)
4052,Downwell,Shooter
4053,Drakensang The River of Time,Role-playing (RPG)
4054,E.Y.E Divine Cybermancy,Shooter
4055,Earth Defense Force Insect Armageddon,Shooter
4056,Five Nights at Freddy's,Simulator
4057,GRAV,Adventure
4058,King Arthur II - The Role-playing Wargame,Real Time Strategy (RTS)
4059,Landmark,Role-playing (RPG)
4060,Legend of Dungeon,Role-playing (RPG)
4061,Long Live The Queen,Role-playing (RPG)
4062,Lucid,Platform
4063,Medal of Honor Airborne,Shooter
4064,Miasmata,Adventure
4065,Nether - Chosen,Genre not found
4066,Nether Arena,Genre not found
4067,PAYDAY Wolf Pack,Shooter
4068,Retro City Rampage DX,Shooter
4069,Rome Total War - Alexander,Simulator
4070,Sengoku,Hack and slash/Beat 'em up
4071,Take On Mars,Simulator
4072,Under the Ocean,Puzzle
4073,Unity of Command,Strategy
4074,Spiral Knights,Role-playing (RPG)
4075,Marvel Puzzle Quest,Puzzle
4076,Blood Bowl 2 - Wood Elves,Genre not found
4077,Grey Goo - Soundtrack,Genre not found
4078,Mega Man Legacy Collection,Shooter
4079,Myst V,Puzzle
4080,Nexus The Jupiter Incident,Role-playing (RPG)
4081,Post Apocalyptic Mayhem DLC 2 Chaos Pack,Genre not found
4082,The Talos Principle Road To Gehenna,Puzzle
4083,The Witcher 3 Wild Hunt - Expansion Pass,Genre not found
4084,War for the Overworld,Real Time Strategy (RTS)
4085,ArcheAge Silver Founders Pack,Genre not found
4086,Audiosurf 2,Music
4087,Grey's Anatomy The Video Game,Simulator
4088,HELLDIVERS,Shooter
4089,Resident Evil Revelations / Biohazard Revelations,Shooter
4090,Rhythm Zone,Music
4091,Sacred Gold,Role-playing (RPG)
4092,Warhammer Online Age of Reckoning,Role-playing (RPG)
4093,Infinity Wars - Animated Trading Card Game,Strategy
4094,Oddworld New 'n' Tasty,Platform
4095,HuniePop,Puzzle
4096,Ironcast,Puzzle
4097,Puzzle Quest,Puzzle
4098,Puzzle Quest 2,Puzzle
4099,Tales from the Borderlands,Point-and-click
4100,The Swindle,Platform
4101,Pinball Arcade,Simulator
4102,3DMark 11,Genre not found
4103,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,Simulator
4104,All Zombies Must Die!,Shooter
4105,Artemis Spaceship Bridge Simulator,Real Time Strategy (RTS)
4106,Ashes of the Singularity,Real Time Strategy (RTS)
4107,Auditorium,Music
4108,Blade Symphony,Fighting
4109,Cities XL 2011,Simulator
4110,DiRT Rally,Racing
4111,Droid Assault,Shooter
4112,Empires,Simulator
4113,Fractal Make Blooms Not War,Puzzle
4114,Jack Lumber,Puzzle
4115,Killing Floor Beta,Genre not found
4116,MASSIVE CHALICE,Simulator
4117,Minimum,Shooter
4118,Offworld Trading Company,Real Time Strategy (RTS)
4119,Razor2 Hidden Skies,Shooter
4120,SPACECOM,Real Time Strategy (RTS)
4121,Sid Meier's Civilization Beyond Earth - Rising Tide,Strategy
4122,Splice,Puzzle
4123,Star Wars The Clone Wars Republic Heroes,Shooter
4124,Stealth Bastard Deluxe,Platform
4125,Sublevel Zero,Shooter
4126,Tidalis,Puzzle
4127,Tom Clancy's Ghost Recon,Shooter
4128,Tom Clancy's Ghost Recon Desert Siege,Shooter
4129,Tom Clancy's Ghost Recon Island Thunder,Shooter
4130,Ultratron,Shooter
4131,Waking Mars,Platform
4132,A Game of Thrones - Genesis,Real Time Strategy (RTS)
4133,Atari 80 Classic Games in One!,Shooter
4134,BattleSpace,Strategy
4135,Crusader Kings Complete,Strategy
4136,Dungeons & Dragons Daggerdale,Role-playing (RPG)
4137,EverQuest Free-to-Play,Genre not found
4138,Everlasting Summer,Adventure
4139,Guild Wars Trilogy,Role-playing (RPG)
4140,Magical Diary,Role-playing (RPG)
4141,Perpetuum,Role-playing (RPG)
4142,Puzzle Chronicles,Puzzle
4143,Star Crusade CCG,Strategy
4144,Star Trek D-A-C,Shooter
4145,Stellar Impact,Real Time Strategy (RTS)
4146,Sword of the Stars Complete Collection,Strategy
4147,Sword of the Stars II Enhanced Edition,Strategy
4148,The Red Solstice,Shooter
4149,ThreadSpace Hyperbol,Simulator
4150,Victory Command,Genre not found
4151,X2 The Threat,Simulator
4152,Loadout Campaign Beta,Genre not found
4153,Assassin's Creed Freedom Cry,Adventure
4154,Assassin's Creed Liberation,Adventure
4155,Revolution Ace,Shooter
4156,Stronghold Crusader 2,Real Time Strategy (RTS)
4157,Terrorhedron,Strategy
4158,Hospital Tycoon,Genre not found
4159,Light,Role-playing (RPG)
4160,Schrdinger's Cat and the Raiders of the Lost Quark,Genre not found
4161,Toybox Turbos,Racing
4162,Train Fever,Simulator
4163,Gear Up,Genre not found
4164,Mini Metro,Puzzle
4165,Mr. Robot,Platform
4166,PixelJunk Shooter Ultimate,Shooter
4167,Reassembly,Simulator
4168,Source Filmmaker,Genre not found
4169,Castle Crashers - Blacksmith Pack,Adventure
4170,Electronic Super Joy Groove City,Platform
4171,Hell Yeah!,Platform
4172,Orbital Gear,Shooter
4173,Pool Nation,Simulator
4174,Football Manager 2010,Simulator
4175,Football Manager 2011,Simulator
4176,Football Manager 2012,Simulator
4177,Sakura Spirit,Adventure
4178,FlatOut,Racing
4179,Strife,Real Time Strategy (RTS)
4180,Universe Sandbox ,Simulator
4181,Clive Barker's Jericho,Shooter
4182,DUNGEONS - The Dark Lord (Steam Special Edition),Role-playing (RPG)
4183,Dementium II HD,Shooter
4184,Painkiller Hell & Damnation - The Clock Strikes Meat Night,Genre not found
4185,Silent Hill Homecoming,Puzzle
4186,Slender The Arrival,Genre not found
4187,Sniper Elite Nazi Zombie Army,Shooter
4188,sZone-Online,Genre not found
4189,The Cat Lady,Point-and-click
4190,Anno 1404,Real Time Strategy (RTS)
4191,Anno 1404 Venice,Real Time Strategy (RTS)
4192,Blender 2.76b,Genre not found
4193,Fable III,Role-playing (RPG)
4194,Fuse,Shooter
4195,Little Big Adventure 2,Platform
4196,Oddworld Abe's Exoddus,Platform
4197,Robin Hood,Genre not found
4198,ShareX,Genre not found
4199,APB Reloaded,Shooter
4200,Survarium,Shooter
4201,99 Spirits,Puzzle
4202,A Story About My Uncle,Platform
4203,Abyss Odyssey,Platform
4204,Another Perspective,Platform
4205,App Game Kit,Genre not found
4206,Aveyond 3-1 Lord of Twilight,Role-playing (RPG)
4207,Axis Game Factory's AGFPRO - Drone Kombat FPS Multi-Player DLC,Genre not found
4208,Axis Game Factory's AGFPRO - Zombie Survival Pack DLC,Genre not found
4209,Axis Game Factory's AGFPRO 3.0,Genre not found
4210,Blackguards 2,Role-playing (RPG)
4211,Blades of Time,Shooter
4212,Bridge Constructor Playground,Puzzle
4213,Citizens of Earth,Role-playing (RPG)
4214,Crimzon Clover  WORLD IGNITION,Shooter
4215,Cubemen,Real Time Strategy (RTS)
4216,Cubemen 2,Shooter
4217,DeadCore,Shooter
4218,Deadly Sin 2,Role-playing (RPG)
4219,Deadpool,Platform
4220,Death Ray Manta,Genre not found
4221,Detective Case and Clown Bot in Murder in the Hotel Lisbon,Point-and-click
4222,Dismal Swamp DLC,Genre not found
4223,FATE,Role-playing (RPG)
4224,FATE Undiscovered Realms,Role-playing (RPG)
4225,Freedom Planet - Official Soundtrack,Genre not found
4226,Game Character Hub,Genre not found
4227,GameGuru,Genre not found
4228,GameGuru - Buildings Pack,Genre not found
4229,Goats on a Bridge,Platform
4230,Gurumin A Monstrous Adventure,Platform
4231,Hyperdimension Neptunia Re;Birth1,Role-playing (RPG)
4232,Introduction to 3D Prop Modeling and Design - Viking Armor and Weapons,Genre not found
4233,Labyrinthine Dreams,Puzzle
4234,Last Word,Puzzle
4235,Lilly Looking Through,Point-and-click
4236,Limited Edition,Genre not found
4237,Metal Gear Solid Legacy,Adventure
4238,Ms. Splosion Man,Platform
4239,NEO AQUARIUM - The King of Crustaceans -,Indie
4240,Nuclear Dawn,Shooter
4241,Platformines,Platform
4242,RPG Maker Futuristic Tiles Resource Pack,Genre not found
4243,RPG Maker High Fantasy Main Party Pack 1,Genre not found
4244,RPG Maker Royal Tiles Resource Pack,Genre not found
4245,RPG Maker Tyler Warren First 50 Battler Pack,Genre not found
4246,RPG Maker Tyler Warren RPG Battlers  2nd 50,Genre not found
4247,RPG Maker XP,Role-playing (RPG)
4248,Remnants Of Isolation,Role-playing (RPG)
4249,Resident Evil Revelations 2 / Biohazard Revelations 2,Shooter
4250,Savant - Ascent,Platform
4251,Shantae Risky's Revenge - Director's Cut,Platform
4252,Spoiler Alert,Platform
4253,Sprite Lamp,Genre not found
4254,Spriter Pro,Genre not found
4255,Strider,Platform
4256,Supercharged Robot VULKAISER,Indie
4257,Sweet Lily Dreams,Role-playing (RPG)
4258,The Lost Crown,Point-and-click
4259,The Sacred Tears TRUE,Role-playing (RPG)
4260,The Yawhg,Role-playing (RPG)
4261,Tsukumogami,Puzzle
4262,Vanguard Princess,Fighting
4263,Vanguard Princess Director's Cut,Genre not found
4264,Vanguard Princess Hilda Rize,Indie
4265,Vanguard Princess Lilith,Indie
4266,Whisper of a Rose,Role-playing (RPG)
4267,resident evil 4 / biohazard 4,Shooter
4268,March of War,Strategy
4269,Sunrider Mask of Arcadius,Role-playing (RPG)
4270,Toribash,Fighting
4271,Sniper Elite Zombie Army 2,Shooter
4272,1953 - KGB Unleashed,Point-and-click
4273,Aerena,Strategy
4274,Before the Echo,Music
4275,FINAL FANTASY III,Role-playing (RPG)
4276,Football Manager 2016 Demo,Genre not found
4277,Infected The Twin Vaccine - Collector's Edition,Point-and-click
4278,Lethal League,Fighting
4279,Redshirt,Role-playing (RPG)
4280,Shufflepuck Cantina Deluxe VR,Sport
4281,FINAL FANTASY XIV A Realm Reborn (NA version),Genre not found
4282,Gems of War,Puzzle
4283,Heroes of SoulCraft,Real Time Strategy (RTS)
4284,ACE COMBAT ASSAULT HORIZON Enhanced Edition,Shooter
4285,Albino Lullaby Episode 1,Adventure
4286,Cakewalk Loop Manager,Genre not found
4287,Cakewalk Sound Center,Genre not found
4288,Dead Realm,Strategy
4289,Five Nights at Freddy's 4,Point-and-click
4290,Haunted Memories,Adventure
4291,Keep Talking and Nobody Explodes,Puzzle
4292,Kentucky Route Zero,Point-and-click
4293,Leo's Fortune,Platform
4294,Music Creator 6 Touch,Genre not found
4295,Rayman Origins,Platform
4296,Road Redemption,Racing
4297,Subnautica,Adventure
4298,THE KING OF FIGHTERS XIII STEAM EDITION,Fighting
4299,Test Drive Unlimited 2,Racing
4300,The Elder Scrolls Online Tamriel Unlimited,Genre not found
4301,The Four Kings Casino and Slots,Simulator
4302,Tony Hawk's Pro Skater HD,Sport
4303,Tropico 3 Absolute Power,Real Time Strategy (RTS)
4304,Virtua Tennis 4,Sport
4305,Yet Another Zombie Defense,Shooter
4306,Z3TA+ 2,Genre not found
4307,3SwitcheD,Puzzle
4308,Battle vs Chess,Turn-based strategy (TBS)
4309,Chicken Shoot 2,Shooter
4310,Chicken Shoot Gold,Shooter
4311,Double Action Boogaloo,Shooter
4312,Earth 2140 HD,Genre not found
4313,Heli Heroes,Arcade
4314,Jack Orlando Director's Cut,Adventure
4315,Men of War Assault Squad 2,Real Time Strategy (RTS)
4316,Pitiri 1977,Platform
4317,Squad,Genre not found
4318,The Stomping Land,Simulator
4319,Verdun,Shooter
4320,Age of Conan Rise of the Godslayer,Role-playing (RPG)
4321,Aion Collectors Edition,Genre not found
4322,Arma Combat Operations,Genre not found
4323,Blazing Angels Squadrons of WWII,Simulator
4324,Blood Bowl Dark Elves Edition,Genre not found
4325,Buccaneer The Pursuit of Infamy,Real Time Strategy (RTS)
4326,Champions Online,Role-playing (RPG)
4327,Cosmonautica,Simulator
4328,Cosmonautica - Soundtrack,Genre not found
4329,Crusaders Thy Kingdom Come,Real Time Strategy (RTS)
4330,Dungeons & Dragons Online,Role-playing (RPG)
4331,"Invisible, Inc.",Strategy
4332,Loki,Role-playing (RPG)
4333,Mordheim City of the Damned,Role-playing (RPG)
4334,Navy Field 2  Conqueror of the Ocean,Real Time Strategy (RTS)
4335,Space Hulk Ascension,Role-playing (RPG)
4336,Star Wolves 3 Civil War,Role-playing (RPG)
4337,StarDrive 2,Strategy
4338,Steam Marines,Role-playing (RPG)
4339,Stranded Deep,Simulator
4340,The Masterplan,Strategy
4341,The Settlers 7 Paths to a Kingdom,Real Time Strategy (RTS)
4342,Tom Clancy's H.A.W.X.,Shooter
4343,Fishing Planet,Simulator
4344,Flight Control HD,Strategy
4345,GUN,Indie
4346,Out There  Edition,Genre not found
4347,Renowned Explorers International Society,Role-playing (RPG)
4348,Sheltered,Simulator
4349,Stubbs the Zombie in Rebel Without a Pulse,Adventure
4350,The Curious Expedition,Real Time Strategy (RTS)
4351,The History Channel Civil War,Strategy
4352,WAKFU,Role-playing (RPG)
4353,Face of Mankind,Shooter
4354,Dynasty Warriors 8 - Empires,Strategy
4355,Subspace Continuum,Shooter
4356,Vindictus,Role-playing (RPG)
4357,Evolve - Behemoth,Genre not found
4358,Zombie Army Trilogy,Shooter
4359,Booster Trooper,Platform
4360,Castlevania Lords of Shadow 2,Hack and slash/Beat 'em up
4361,Castlevania Lords of Shadow 2 - Dark Dracula Costume,Genre not found
4362,Divekick,Fighting
4363,Penny Arcade's On the Rain-Slick Precipice of Darkness 4,Role-playing (RPG)
4364,Tribes Ascend,Shooter
4365,Aftermath,Adventure
4366,AirMech,Real Time Strategy (RTS)
4367,Apotheon Arena,Indie
4368,BLOCKADE 3D,Shooter
4369,Back to Dinosaur Island ,Simulator
4370,Battle Nations,Strategy
4371,Creativerse,Role-playing (RPG)
4372,CroNix,Fighting
4373,Dethroned!,Role-playing (RPG)
4374,Endless Sky,Genre not found
4375,Evolution RTS,Simulator
4376,Immortal Empire,Role-playing (RPG)
4377,Infinite Crisis,Real Time Strategy (RTS)
4378,MechWarrior Online,Simulator
4379,MoW Face Off XL,Strategy
4380,Odyssey Reborn,Role-playing (RPG)
4381,SAGA,Role-playing (RPG)
4382,Tactical Intervention,Shooter
4383,The Settlers Online,Simulator
4384,Total War Battles KINGDOM,Real Time Strategy (RTS)
4385,Walkover,Strategy
4386,7 Wonders Ancient Alien Makeover,Puzzle
4387,A Vampyre Story,Point-and-click
4388,Alien Shooter Revisited,Role-playing (RPG)
4389,Anomaly 2 Soundtrack,Genre not found
4390,Anomaly Defenders,Strategy
4391,Anomaly Warzone Earth Mobile Campaign,Real Time Strategy (RTS)
4392,Aperture Tag The Paint Gun Testing Initiative,Puzzle
4393,AquaNox,Shooter
4394,AquaNox 2 Revelation,Shooter
4395,Aveyond 3-2 Gates of Night,Role-playing (RPG)
4396,Baldur's Gate Enhanced Edition,Role-playing (RPG)
4397,Beyond Good & Evil,Shooter
4398,Blood Omen 2 Legacy of Kain,Adventure
4399,BloodRayne,Hack and slash/Beat 'em up
4400,BloodRayne 2,Hack and slash/Beat 'em up
4401,BloodRayne Betrayal,Platform
4402,Carmageddon 2 Carpocalypse Now,Racing
4403,Carmageddon Max Pack,Racing
4404,Carmageddon Reincarnation,Racing
4405,Carmageddon TDR 2000,Racing
4406,Coniclysm,Arcade
4407,Crimsonland,Shooter
4408,DarkStar One,Simulator
4409,Death Rally,Racing
4410,Eador. Masters of the Broken World,Role-playing (RPG)
4411,Earth 2150 Trilogy,Real Time Strategy (RTS)
4412,Gothic,Role-playing (RPG)
4413,Gothic 3,Role-playing (RPG)
4414,Gothic II Gold Edition,Role-playing (RPG)
4415,Halo Spartan Assault,Shooter
4416,Halo Spartan Strike,Shooter
4417,Hero Siege - The Karp of Doom (Digital Collector's Edition),Genre not found
4418,Heroes of Might & Magic V Hammers of Fate,Role-playing (RPG)
4419,Heroes of Might & Magic V Tribes of the East,Role-playing (RPG)
4420,Injustice Gods Among Us Ultimate Edition,Fighting
4421,Jagged Alliance 2 - Wildfire ,Role-playing (RPG)
4422,Jagged Alliance Gold,Role-playing (RPG)
4423,Legacy of Kain Defiance,Hack and slash/Beat 'em up
4424,Legacy of Kain Soul Reaver,Puzzle
4425,Legacy of Kain Soul Reaver 2,Adventure
4426,Lost Planet Extreme Condition - Colonies Edition,Shooter
4427,Maelstrom,Arcade
4428,Meridian New World,Real Time Strategy (RTS)
4429,Meridian Video and Soundtrack,Genre not found
4430,Metal Drift,Racing
4431,Neverwinter Nights 2 Platinum,Role-playing (RPG)
4432,Oddworld Munch's Oddysee,Platform
