,Game-title,Genre
5311,Babel Rising,Strategy
5312,Batla,Shooter
5313,Boring Man - Online Tactical Stickman Combat,Fighting
5314,Dragons and Titans,Real Time Strategy (RTS)
5315,Dustoff Heli Rescue,Indie
5316,FRACT OSC,Music
5317,Guns and Robots,Shooter
5318,Haunted House,Visual Novel
5319,Quintet,Indie
5320,Uebergame,Indie
5321,Bloodwood Reload,Adventure
5322,12 Labours of Hercules,Puzzle
5323,Fingered,Puzzle
5324,GooCubelets,Puzzle
5325,Stellar 2D,Shooter
5326,Time of Shadows,Adventure
5327,Escape,Puzzle
5328,Cannons Lasers Rockets,Real Time Strategy (RTS)
5329,DRAKERZ-Confrontation,Genre not found
5330,Dragomon Hunter,Role-playing (RPG)
5331,Dragon's Prophet,Role-playing (RPG)
5332,Fiesta Online NA,Role-playing (RPG)
5333,Grand Chase,Role-playing (RPG)
5334,Krosmaster Arena,Strategy
5335,Lost Saga North America,Genre not found
5336,Mabinogi,Role-playing (RPG)
5337,MicroVolts Surge,Shooter
5338,Nyctophilia,Adventure
5339,RaiderZ,Role-playing (RPG)
5340,Smashmuck Champions,Real Time Strategy (RTS)
5341,Teeworlds,Platform
5342,Uncharted Waters Online Gran Atlas,Shooter
5343,Wild Warfare,Indie
5344,Aeon Command,Real Time Strategy (RTS)
5345,Assassin's Creed Syndicate,Adventure
5346,MEDIEVAL Total War - Gold Edition,Real Time Strategy (RTS)
5347,PAYDAY The Heist Game Soundtrack,Genre not found
5348,Dragon Nest Europe,Genre not found
5349,An Alternative Reality The Football Manager Documentary,Genre not found
5350,New Star Soccer 5,Simulator
5351,Act of Aggression,Real Time Strategy (RTS)
5352,Nail'd,Racing
5353,Overruled!,Fighting
5354,Republique,Puzzle
5355,Survivalist,Role-playing (RPG)
5356,Blazing Angels 2 Secret Missions of WWII,Simulator
5357,Scribblenauts Unmasked,Puzzle
5358,David.,Platform
5359,Escape Machines,Shooter
5360,GEARCRACK Arena,Indie
5361,Knightmare Tower,Platform
5362,Saviors,Fighting
5363,Violett,Point-and-click
5364,Why So Evil,Puzzle
5365,Horizon,Role-playing (RPG)
5366,A-Train 8,Simulator
5367,Ancient Space,Real Time Strategy (RTS)
5368,Civil War II,Simulator
5369,Crusader Kings II Hymns of Abraham,Genre not found
5370,Elite Dangerous Horizons,Simulator
5371,Gary Grigsby's War in the East,Simulator
5372,Omerta - The Japanese Incentive,Simulator
5373,NBA 2K9,Simulator
5374,Football Tactics,Simulator
5375,Pro Cycling Manager 2013,Sport
5376,Rugby Challenge 2,Sport
5377,Wildlife Park 2,Simulator
5378,Wildlife Park 2 - Crazy Zoo,Simulator
5379,Wildlife Park 2 - Dino World,Simulator
5380,Wildlife Park 2 - Domestic Animals DLC,Genre not found
5381,Wildlife Park 2 - Fantasy,Simulator
5382,Wildlife Park 2 - Farm World,Simulator
5383,Wildlife Park 2 - Horses,Simulator
5384,Wildlife Park 2 - Marine World,Simulator
5385,War Operations,Genre not found
5386,Bad Hotel,Real Time Strategy (RTS)
5387,DYNASTY WARRIORS 8 Xtreme Legends Complete Edition,Hack and slash/Beat 'em up
5388,Kohan II Kings of War,Real Time Strategy (RTS)
5389,MLB 2K10,Sport
5390,MLB 2K11,Sport
5391,MLB 2K12,Sport
5392,NBA 2K12,Sport
5393,Teenage Mutant Ninja Turtles Out of the Shadows,Platform
5394,The Golf Club,Music
5395,Worldwide Soccer Manager 2009,Genre not found
5396,Ys I,Role-playing (RPG)
5397,Ys II,Role-playing (RPG)
5398,Frozen Free Fall Snowball Fight,Puzzle
5399,Max Gentlemen,Indie
5400,Quantum Rush Online,Genre not found
5401,Rusty Hearts,Role-playing (RPG)
5402,Order of War,Real Time Strategy (RTS)
5403,Kings of Kung Fu,Fighting
5404,Ohm Studio,Genre not found
5405,SONIC THE HEDGEHOG 4 Episode II,Platform
5406,Sonic and SEGA All Stars Racing,Racing
5407,18 Wheels of Steel American Long Haul,Racing
5408,America's Army 3,Shooter
5409,Governor of Poker 2 Premium Edition,Simulator
5410,NASCAR '14,Racing
5411,Pro Cycling Manager 2014,Simulator
5412,The Walking Dead Survival Instinct,Shooter
5413,Angry Birds Space,Puzzle
5414,Assassins Creed Chronicles China,Platform
5415,Assassins Creed Unity,Role-playing (RPG)
5416,Guncraft,Shooter
5417,Kenshi,Role-playing (RPG)
5418,Life is Feudal Your Own,Role-playing (RPG)
5419,PAYDAY The Web Series - Episode 1,Genre not found
5420,Planet Explorers,Role-playing (RPG)
5421,Pulut Adventure,Adventure
5422,Trove Power Pack,Genre not found
5423,Unturned - Permanent Gold Upgrade,Genre not found
5424,WARSHIFT,Real Time Strategy (RTS)
5425,Age of Empires Online,Real Time Strategy (RTS)
5426,Anno Online,Real Time Strategy (RTS)
5427,King's Bounty Legions | Beast Master Pack,Strategy
5428,Majesty 2 Battles of Ardania,Real Time Strategy (RTS)
5429,Majesty 2 Monster Kingdom,Real Time Strategy (RTS)
5430,War of Beach,Genre not found
5431,GTA SA German Mac,Genre not found
5432,CrimeCraft GangWars,Shooter
5433,Lambda Wars Beta,Real Time Strategy (RTS)
5434,Battle for Graxia,MOBA
5435,Cities XL,Role-playing (RPG)
5436,Lara Croft and the Temple of Osiris,Shooter
5437,Azure Striker Gunvolt,Shooter
5438,DRAGON QUEST HEROES Slime Weapons and Two Bonus Maps,Genre not found
5439,Disney Infinity 3.0 Play Without Limits,Genre not found
5440,Dragon Quest Heroes,Role-playing (RPG)
5441,Eternal Senia,Role-playing (RPG)
5442,Eurofighter Typhoon,Simulator
5443,Grimoire Manastorm,Shooter
5444,Shadow Warrior Classic (1997),Genre not found
5445,The Fish Fillets 2,Puzzle
5446,Small World 2 - Be Not Afraid...,Genre not found
5447,Small World 2 - Cursed!,Genre not found
5448,Small World 2 - Grand Dames,Genre not found
5449,Space Ace,Adventure
5450,realMyst Masterpiece Edition,Point-and-click
5451,Dragon's Prophet (EU),Genre not found
5452,Epic Cards Battle(TCG),Strategy
5453,Forsaken World ,Role-playing (RPG)
5454,Gold Package,Genre not found
5455,Metal Reaper Online,Role-playing (RPG)
5456,Sphere III Enchanted World,Role-playing (RPG)
5457,The Repopulation,Role-playing (RPG)
5458,NecroVisioN,Shooter
5459,Sniper Elite Zombie Army,Shooter
5460,Cabela's African Adventures,Shooter
5461,Agarest Zero,Fighting
5462,Crazy Cars - Hit the Road,Racing
5463,PeriAreion,Simulator
5464,QuestEvent,Role-playing (RPG)
5465,R.O.O.T.S,Indie
5466,The Undying Plague,Shooter
5467,WORLD END ECONOMiCA episode.01,Adventure
5468,DCS Black Shark,Genre not found
5469,Lego Star Wars 3 The Clone Wars,Platform
5470,Lifeless Planet,Puzzle
5471,Nether - Believer,Genre not found
5472,Silent Hunter 5 Battle of the Atlantic,Simulator
5473,City Life 2008,Simulator
5474,Kingdoms Rise,Role-playing (RPG)
5475,Rising World,Role-playing (RPG)
5476,Undead Overlord,Point-and-click
5477,Air Conflicts - Secret Wars,Shooter
5478,Battle of Empires  1914-1918,Simulator
5479,CastleMiner Z,Simulator
5480,FINAL FANTASY TYPE-0 HD,Role-playing (RPG)
5481,Inside a Star-filled Sky ,Shooter
5482,RPG Maker Arabian Nights,Genre not found
5483,RPG Maker Classic Fantasy Music Pack,Genre not found
5484,RPG Maker DS Resource Pack,Genre not found
5485,RPG Maker DS+ Resource Pack,Genre not found
5486,RPG Maker Time Fantasy,Genre not found
5487,Transformice,Platform
5488,Ys Origin,Platform
5489,007 Legends,Shooter
5490,American Conquest - Fight Back,Real Time Strategy (RTS)
5491,Call of Juarez The Cartel,Shooter
5492,Cossacks Art of War,Real Time Strategy (RTS)
5493,Cossacks II Battle for Europe,Real Time Strategy (RTS)
5494,FIFA Manager 11,Simulator
5495,FIFA Manager 09,Simulator
5496,Lost Horizon,Adventure
5497,Secret Files Puritas Cordis,Point-and-click
5498,Secret Files Sam Peters,Point-and-click
5499,The Flame in the Flood,Adventure
5500,Demonicon,Role-playing (RPG)
5501,ArcheAge Archeum Founders Pack,Genre not found
5502,Aura Kingdom - Winter Gift,Genre not found
5503,Eden Star  Destroy - Build - Protect,Genre not found
5504,Prime World,Role-playing (RPG)
5505,Ravensword Shadowlands,Role-playing (RPG)
5506,Sacred 3,Role-playing (RPG)
5507,Sacred 3 Underworld Story,Role-playing (RPG)
5508,Tales of Zestiria,Role-playing (RPG)
5509,Vlad the Impaler,Role-playing (RPG)
5510,"Warhammer 40,000 Kill Team",Shooter
5511,Aggression Europe Under Fire,Strategy
5512,Original War,Real Time Strategy (RTS)
5513,Galcon 2,Simulator
5514,Soccer Manager 2015,Sport
5515,Star Ruler 2,Real Time Strategy (RTS)
5516,Astray,Puzzle
5517,BAD END,Adventure
5518,Black Sails,Role-playing (RPG)
5519,BlazBlue Continuum Shift Extend,Fighting
5520,Carpe Diem,Adventure
5521,Carpe Diem - Extra Package,Genre not found
5522,Community College Hero Trial by Fire,Role-playing (RPG)
5523,GUILTY GEAR Xrd -SIGN-,Fighting
5524,Hatoful Boyfriend,Simulator
5525,My Bones,Indie
5526,POSTAL 2 Paradise Lost,Shooter
5527,Plug & Play,Simulator
5528,Rivals of Aether,Fighting
5529,Spooky's House of Jump Scares,Puzzle
5530,The Ritual on Weylyn Island,Adventure
5531,Disciples II Gallean's Return,Strategy
5532,Disciples II Rise of the Elves,Role-playing (RPG)
5533,Grand Ages Medieval,Real Time Strategy (RTS)
5534,Kohan Immortal Sovereigns,Real Time Strategy (RTS)
5535,Legends of Eisenwald,Role-playing (RPG)
5536,1701 A.D. Gold Edition,Genre not found
5537,1701 A.D. Sunken Dragon,Genre not found
5538,ArcaniA Fall of Setarrif,Role-playing (RPG)
5539,Battle Group 2,Shooter
5540,CONSORTIUM,Shooter
5541,Chrome,Shooter
5542,Chrome Specforce,Shooter
5543,Consortium Soundtrack and Discoveries,Genre not found
5544,Convoy,Genre not found
5545,Dev Guy,Adventure
5546,Habitat,Strategy
5547,Icewind Dale Enhanced Edition,Role-playing (RPG)
5548,Jumpdrive,Simulator
5549,Kinetic Void,Simulator
5550,Light of Altair,Real Time Strategy (RTS)
5551,Magnifico,Strategy
5552,Outcast 1.1,Role-playing (RPG)
5553,Randal's Monday,Point-and-click
5554,Realms of Arkania 1 - Blade of Destiny Classic,Role-playing (RPG)
5555,Realms of Arkania 2 - Star Trail Classic,Role-playing (RPG)
5556,Realms of Arkania 3 - Shadows over Riva Classic,Role-playing (RPG)
5557,Saints Row Gat out of Hell,Shooter
5558,SpaceForce Rogue Universe,Genre not found
5559,Star Wolves,Role-playing (RPG)
5560,Star Wolves 2,Role-playing (RPG)
5561,Starscape,Shooter
5562,Supreme Ruler 2020 Gold,Real Time Strategy (RTS)
5563,The Book of Legends,Role-playing (RPG)
5564,Victory At Sea,Real Time Strategy (RTS)
5565,Wildlife Park 3,Simulator
5566,100% Orange Juice,Strategy
5567,Cat Goes Fishing,Simulator
5568,Death to Spies Moment of Truth,Shooter
5569,King's Quest,Puzzle
5570,Secrets of Grindea,Role-playing (RPG)
5571,Sid Meier's Starships,Strategy
5572,"Pirates, Vikings, & Knights II",Shooter
5573,Westerado Double Barreled,Role-playing (RPG)
5574,Duck Game,Shooter
5575,Tiny Bridge Ratventure,Strategy
5576,Age of Conan - Hyborian Adventures,Genre not found
5577,FINAL FANTASY XIV A Realm Reborn (PAL version),Genre not found
5578,Full Bore,Platform
5579,Joe Dever's Lone Wolf HD Remastered,Role-playing (RPG)
5580,Roommates,Role-playing (RPG)
5581,The Guild Gold Edition,Role-playing (RPG)
5582,Ys VI The Ark of Napishtim,Role-playing (RPG)
5583,Delve Deeper,Role-playing (RPG)
5584,"It came from space, and ate our brains",Shooter
5585,Letter Quest Grimm's Journey,Indie
5586,Letter Quest Grimm's Journey Remastered,Puzzle
5587,Merchants of Kaidan,Role-playing (RPG)
5588,Port Royale 2,Simulator
5589,Ragnarok,Role-playing (RPG)
5590,Spark Rising,Shooter
5591,Strife Veteran Edition,Shooter
5592,Super Motherload,Puzzle
5593,Wolfenstein The Old Blood German Edition,Genre not found
5594,Agarest - Basic Adventure Pack DLC,Genre not found
5595,Agarest - Dull-Things Pack DLC,Genre not found
5596,Agarest - Fallen Angel Pack DLC,Genre not found
5597,Agarest - Legendary-Monster Pack DLC,Genre not found
5598,Agarest - Magic Fight Pack DLC,Genre not found
5599,Agarest - Upgrade Pack 1 DLC,Genre not found
5600,Agarest Generations of War 2,Role-playing (RPG)
5601,Amazon's Jungle Bundle,Genre not found
5602,Bob Was Hungry,Platform
5603,Fairy Fencer F,Role-playing (RPG)
5604,Hero Siege - The Depths of Hell (Collector's Edition),Genre not found
5605,HuniePop Official Digital Art Collection,Genre not found
5606,HuniePop Original Soundtrack,Genre not found
5607,Moon Breakers,Simulator
5608,NEKOPARA Vol. 0,Adventure
5609,NEKOPARA Vol. 1,Simulator
5610,Sakura Angels,Adventure
5611,Sakura Swim Club,Adventure
5612,Zombie Grinder,Role-playing (RPG)
5613,Gas Guzzlers Extreme,Fighting
5614,Creeper World 3 Arc Eternal,Puzzle
5615,rymdkapsel,Puzzle
5616,1Heart,Point-and-click
5617,Age of Fear 2 The Chaos Lord,Role-playing (RPG)
5618,ArcheAge Gold Founders Pack,Genre not found
5619,Command HQ,Point-and-click
5620,Gold Rush! Anniversary,Strategy
5621,Guns'N'Zombies,Role-playing (RPG)
5622,Gunship!,Simulator
5623,Making History The Great War,Simulator
5624,Prophour23,Real Time Strategy (RTS)
5625,Rex Nebular and the Cosmic Gender Bender,Point-and-click
5626,Shelter 2,Adventure
5627,Slave Zero,Shooter
5628,Soccertron,Sport
5629,Starship Rubicon,Shooter
5630,Street Fighter V Beta,Genre not found
5631,Sword of the Samurai,Role-playing (RPG)
5632,The Haunted Hells Reach,Shooter
5633,The Mean Greens - Plastic Warfare,Shooter
5634,The UnderGarden,Music
5635,Tycoon City New York,Simulator
5636,Enforcer Police Crime Action,Simulator
5637,Frontline Tactics,Shooter
5638,Restaurant Empire II,Simulator
5639,Split/Second,Racing
5640,Cities XL - Limited Edition,Role-playing (RPG)
5641,Distant Star Revenant Fleet,Strategy
5642,FX Football - The Manager for Every Football Fan,Simulator
5643,FX Football 3D Match,Genre not found
5644,Galactic Civilizations III - Map Pack DLC,Strategy
5645,Galactic Civilizations III - Mega Events DLC,Strategy
5646,Galactic Civilizations III - Precursor Worlds DLC,Strategy
5647,Galactic Civilizations III - Revenge of the Snathi DLC,Strategy
5648,Galactic Civilizations III Soundtrack,Genre not found
5649,Gemini Wars,Strategy
5650,Hegemony Gold Wars of Ancient Greece,Real Time Strategy (RTS)
5651,Hegemony Philip of Macedon,Real Time Strategy (RTS)
5652,Hegemony Rome The Rise of Caesar,Genre not found
5653,Lords of the Black Sun,Strategy
5654,Pride of Nations,Simulator
5655,The Political Machine,Strategy
5656,Cricket Captain 2014,Simulator
5657,Out of the Park Baseball 16,Simulator
5658,The Political Machine 2016,Simulator
5659,TrackMania Canyon,Racing
5660,Breach,Indie
5661,Emet - Hunter (Medic Class),Genre not found
5662,Evolve - Gorgon,Genre not found
5663,Jack - Hunter (Trapper Class),Genre not found
5664,Lennox - Hunter (Assault Class),Genre not found
5665,Naval Warfare,Shooter
5666,Portal 2 Sixense MotionPack,Genre not found
5667,Shoot Many Robots Arena Kings,Genre not found
5668,The Cat and the Coup,Puzzle
5669,Foreign Legion Multi Massacre,Shooter
5670,Professional Farmer 2014,Simulator
5671,Spermination,Racing
5672,Ultimate Tic-Tac-Toe,Strategy
5673,Joe Danger,Racing
5674,Microsoft Flight,Simulator
5675,Return to Mysterious Island,Point-and-click
5676,Return to Mysterious Island 2,Point-and-click
5677,Sherlock Holmes Crimes and Punishments,Puzzle
5678,AZMD! Scorepocalypse ,Shooter
5679,Phoenix Force,Indie
5680,Voyage Journey to the Moon,Point-and-click
5681,East India Company,Real Time Strategy (RTS)
5682,East India Company Pirate Bay,Real Time Strategy (RTS)
5683,East India Company Privateer,Real Time Strategy (RTS)
5684,Heroes Over Europe,Simulator
5685,PT Boats Knights of the Sea,Simulator
5686,PT Boats South Gambit,Simulator
5687,The Age of Decadence,Role-playing (RPG)
5688,Uncharted Waters Online,Role-playing (RPG)
5689,Shadowgate,Point-and-click
5690,Shadowgate MacVenture Series,Point-and-click
5691,Zoombinis,Puzzle
5692,Pool Nation FX,Simulator
5693,Afterlife Empire,Strategy
5694,Air Brawl,Indie
5695,BlazBlue Calamity Trigger,Fighting
5696,Dyad,Role-playing (RPG)
5697,Epic Battle Fantasy 4,Role-playing (RPG)
5698,FarSky,Adventure
5699,Geometry Dash,Music
5700,Gravity Ghost,Puzzle
5701,INK,Shooter
5702,INK - Soundtrack + Art,Genre not found
5703,KHOLAT,Adventure
5704,NOT A HERO,Fighting
5705,Ori and the Blind Forest (Original Soundtrack),Genre not found
5706,Pixel Heroes Byte & Magic,Role-playing (RPG)
5707,Rebuild 3 Gangs of Deadsville,Simulator
5708,Rebuild Gangs of Deadsville - Deluxe DLC,Genre not found
5709,Sins of a Solar Empire Rebellion Soundtrack,Genre not found
5710,TRI Of Friendship and Madness,Platform
5711,The Floor is Jelly,Platform
5712,Victor Vran,Role-playing (RPG)
5713,Clans,Role-playing (RPG)
5714,Ikaruga,Shooter
5715,Xeodrifter,Platform
5716,Pandora Eclipse of Nashira,Simulator
5717,Pandora First Contact,Simulator
5718,Tropico 5 - Generalissimo,Role-playing (RPG)
5719,Tropico 5 - Mad World,Role-playing (RPG)
5720,I-Fluid,Platform
5721,Don't Starve Shipwrecked,Simulator
5722,The Cursed Crusade,Adventure
5723,The Promised Land,Strategy
5724,UFO Aftermath,Strategy
5725,Anno 2205,Real Time Strategy (RTS)
5726,Colonial Conquest,Simulator
5727,Expeditions Conquistador,Role-playing (RPG)
5728,Max The Curse of Brotherhood,Platform
5729,Rise of Venice,Simulator
5730,Road Not Taken,Puzzle
5731,1000 Amps,Platform
5732,Tropico 5 - Espionage,Role-playing (RPG)
5733,Chessmaster,Genre not found
5734,Perimeter 2 New Earth,Real Time Strategy (RTS)
5735,The Sims(TM) Medieval,Genre not found
5736,Emergency 2013,Strategy
5737,Emergency 5 - Deluxe Edition,Genre not found
5738,FIFA Manager 10,Simulator
5739,Magicka Wizards of the Square Tablet,Role-playing (RPG)
5740,Might & Magic Heroes Online,Role-playing (RPG)
5741,Quiplash,Indie
5742,16 Bit Arena,Role-playing (RPG)
5743,Aberoth,Role-playing (RPG)
5744,Absent,Adventure
5745,Alganon,Role-playing (RPG)
5746,All Is Dust,Role-playing (RPG)
5747,Always Sometimes Monsters Demo,Genre not found
5748,Amazing World,Role-playing (RPG)
5749,Anarchy Arcade,Shooter
5750,Arcane Saga Online,Role-playing (RPG)
5751,Astro Lords,Strategy
5752,Audition Online,Music
5753,Badland Bandits,Racing
5754,Battle Battalions,Strategy
5755,Battle Islands,Role-playing (RPG)
5756,Battle for Blood - Epic battles within 30 seconds!,Genre not found
5757,Battlegrounds of Eldhelm,Role-playing (RPG)
5758,Between IGF Demo,Genre not found
5759,Bitweb,Genre not found
5760,Black Fire,Genre not found
5761,Blue Estate Digital Comic,Genre not found
5762,Brawl Busters,Shooter
5763,Brick-Force (US),Genre not found
5764,Bullet Run,Shooter
5765,CSGO Player Profiles,Genre not found
5766,CSGO Player Profiles - Device,Genre not found
5767,CSGO Player Profiles - Edward,Genre not found
5768,CSGO Player Profiles - Fallen,Genre not found
5769,CSGO Player Profiles - Get_Right,Genre not found
5770,CSGO Player Profiles - KennyS,Genre not found
5771,CSGO Player Profiles - Markeloff,Genre not found
5772,CSGO Player Profiles - N0thing,Genre not found
5773,CSGO Player Profiles - Olofmeister,Genre not found
5774,CSGO Player Profiles - Taz,Genre not found
5775,CaesarIA,Strategy
5776,City of Steam Arkadia,Role-playing (RPG)
5777,Clown House (Palyao Evi),Genre not found
5778,Coil,Shooter
5779,Color Symphony,Platform
5780,Combat Monsters,Role-playing (RPG)
5781,Comedy Quest,Adventure
5782,Company of Heroes Europe at War,Real Time Strategy (RTS)
5783,Company of Heroes The Great War 1918,Real Time Strategy (RTS)
5784,Conflicks - Revolutionary Space Battles Demo,Genre not found
5785,Crookz - The Short Movie,Genre not found
5786,Crusaders of the Lost Idols,Strategy
5787,CubeGun,Indie
5788,Darkwind War on Wheels,Racing
5789,Deepworld,Role-playing (RPG)
5790,Demise of Nations Rome,Genre not found
5791,Destination Sol,Role-playing (RPG)
5792,Dogs of War Online - Beta,Genre not found
5793,Dragon's Prophet Free Starter Pack,Genre not found
5794,Driver Booster 3 for STEAM,Genre not found
5795,Dungeon Fighter Online,Role-playing (RPG)
5796,Dwarfs F2P,Strategy
5797,Dystopia,Shooter
5798,Electric Highways,Music
5799,Endless Sky - High DPI,Genre not found
5800,Epic Arena,Strategy
5801,Esenthel Engine,Genre not found
5802,Eternal Fate,Adventure
5803,Everlasting Summer DLC One pioneer's story,Genre not found
5804,FINAL FANTASY XIV Heavensward,Role-playing (RPG)
5805,FIREFIGHT RELOADED,Shooter
5806,Famaze,Role-playing (RPG)
5807,Fiesta Online,Role-playing (RPG)
5808,Fingerbones,Adventure
5809,Football Superstars,Sport
5810,Fortress Forever,Shooter
5811,Freshman Year,Indie
5812,Get Off My Lawn!,Shooter
5813,Gladiators Online Death Before Dishonor,Indie
5814,Gunscape,Shooter
5815,HIS (Heroes In the Sky),Role-playing (RPG)
5816,HIT,Platform
5817,HOMEFRONT Demo,Genre not found
5818,Headcrab Frenzy!,Shooter
5819,Heroes of Scene,Strategy
5820,Heroine's Quest The Herald of Ragnarok,Point-and-click
5821,In Search of the Most Dangerous Town on the Internet,Genre not found
5822,Invisible Apartment,Adventure
5823,Jigoku Kisetsukan Sense of the Seasons,Shooter
5824,Karos Returns,Role-playing (RPG)
5825,Kingdoms CCG,Strategy
5826,Lamia Must Die,Role-playing (RPG)
5827,Leadwerks Game Launcher,Genre not found
5828,Lost Lands A Hidden Object Adventure,Puzzle
5829,METAL SLUG DEFENSE,Strategy
5830,Magic The Gathering  Tactics,Turn-based strategy (TBS)
5831,Mainland,Role-playing (RPG)
5832,Memoir '44 Online,Simulator
5833,Mightier,Platform
5834,Missing Translation,Puzzle
5835,Mitos.is The Game,Real Time Strategy (RTS)
5836,MoW Face Off M,Strategy
5837,My Lands,Platform
5838,Nightbanes,Role-playing (RPG)
5839,One Manga Day,Simulator
5840,One Way To Die Steam Edition,Adventure
5841,Pandora Saga Weapons of Balance,Role-playing (RPG)
5842,Puzzle Pirates,Puzzle
5843,Pyramid Raid,Platform
5844,ROSE Online,Role-playing (RPG)
5845,RPG MO,Role-playing (RPG)
5846,Reckless Ruckus,Genre not found
5847,Red Stone Online,Role-playing (RPG)
5848,Regimental Chess,Strategy
5849,Relive,Adventure
5850,Renaissance Heroes,Shooter
5851,Retro/Grade IGF Demo,Genre not found
5852,Rexaura,Shooter
5853,Running Shadow,Simulator
5854,Rustbucket Rumble,Indie
5855,Saints Row IV Inauguration Station,Genre not found
5856,Saints Row The Third - Initiation Station,Genre not found
5857,Seduce Me the Otome,Simulator
5858,Shadow Hunter,Arcade
5859,Shadow of Kingdoms,Role-playing (RPG)
5860,Sigils of Elohim,Puzzle
5861,Silver Creek Falls - Chapter 1,Adventure
5862,Soccer Manager 2016,Simulator
5863,Soldier Front 2,Shooter
5864,Spiral Knights Preview,Genre not found
5865,Super Amazing Wagon Adventure,Shooter
5866,TDP4Team Battle,Genre not found
5867,TDP5 Arena 3D,Genre not found
5868,Tactical Genius,Strategy
5869,Tales Runner,Racing
5870,Terrain Test,Genre not found
5871,The Gate,Adventure
5872,The Knobbly Crook Chapter I - The Horse You Sailed In On,Genre not found
5873,The Legend of Tango,Role-playing (RPG)
5874,The Old Tree,Point-and-click
5875,The Secret of Tremendous Corporation,Adventure
5876,Tom Clancy's Ghost Recon Phantoms - NA Looks and Power (Assault),Genre not found
5877,Tom Clancy's Ghost Recon Phantoms - NA Looks and Power (Recon),Genre not found
5878,Tom Clancy's Ghost Recon Phantoms - NA Looks and Power (Support),Genre not found
5879,Tom Clancy's Ghost Recon Phantoms - NA Substance with Style pack (Assault),Genre not found
5880,Tom Clancy's Ghost Recon Phantoms - NA Substance with Style pack (Recon),Genre not found
5881,Tom Clancy's Ghost Recon Phantoms - NA Substance with Style pack (Support),Genre not found
5882,Tom Clancy's Ghost Recon Phantoms - NA WAR Madness pack (Assault),Genre not found
5883,Tom Clancy's Ghost Recon Phantoms - NA WAR Madness pack (Recon),Genre not found
5884,Tom Clancy's Ghost Recon Phantoms - NA WAR Madness pack (Support),Genre not found
5885,TyranoBuilder Visual Novel Studio Demo,Genre not found
5886,Universal Combat CE,Simulator
5887,Vanguard Saga of Heroes F2P,Genre not found
5888,Viridi,Simulator
5889,Voices from the Sea,Adventure
5890,WTFast Gamers Private Network (GPN),Genre not found
5891,Warside,Strategy
5892,Who Is Mike,Role-playing (RPG)
5893,Wizardry Online,Role-playing (RPG)
5894,World of Battles,Strategy
5895,World of Soccer online,Sport
5896,Wrath of Athena,Genre not found
5897,ePic Character Generator,Genre not found
5898,how do you Do It?,Genre not found
5899,the static speaks my name,Role-playing (RPG)
5900,MLB Front Office Manager,Simulator
5901,Airline Tycoon Deluxe,Simulator
5902,Commander Conquest of the Americas,Strategy
5903,Farming Giant,Simulator
5904,Battle Los Angeles,Shooter
5905,Holy Avatar vs. Maidens of the Dead,Role-playing (RPG)
5906,Bang Bang Racing,Racing
5907,Dex,Platform
5908,Etherlords,Role-playing (RPG)
5909,Etherlords II,Role-playing (RPG)
5910,Europa Universalis Rome - Gold Edition,Real Time Strategy (RTS)
5911,Europa Universalis Rome - Vae Victis,Strategy
5912,Gumboy Tournament,Racing
5913,Kaptain Brawe,Point-and-click
5914,Marlow Briggs,Puzzle
5915,Master Reboot,Puzzle
5916,Memento Mori,Point-and-click
5917,Miner Wars 2081,Shooter
5918,Miner Wars Arena ,Indie
5919,NEO Scavenger,Role-playing (RPG)
5920,Planet Stronghold,Role-playing (RPG)
5921,Ring Runner Flight of the Sages,Shooter
5922,The Kings' Crusade,Real Time Strategy (RTS)
5923,Chompy Chomp Chomp,Indie
5924,Cobi Treasure Deluxe,Puzzle
5925,Desert Thunder,Simulator
5926,Manhunter,Shooter
5927,Soulbringer,Role-playing (RPG)
5928,Diaper Dash,Simulator
5929,Lineage II,Role-playing (RPG)
5930,Black Mirror,Point-and-click
5931,Deadfall Adventures,Shooter
5932,Tom Clancy's Ghost Recon Phantoms - NA Assault Starter Pack,Genre not found
5933,Lilly and Sasha Curse of the Immortals,Role-playing (RPG)
5934,Parkan 2,Shooter
5935,The Tomorrow War,Arcade
5936,UFO Aftershock,Real Time Strategy (RTS)
5937,"Warhammer 40,000 Armageddon",Strategy
5938,"Warhammer 40,000 Armageddon - Angels of Death",Strategy
5939,"Warhammer 40,000 Armageddon - Glory of Macragge",Strategy
5940,"Warhammer 40,000 Armageddon - Untold Battles",Strategy
5941,"Warhammer 40,000 Armageddon - Vulkan's Wrath",Strategy
5942,"Warhammer 40,000 Dark Nexus Arena",Genre not found
5943,Agricultural Simulator 2013 Steam Edition,Simulator
5944,Critter Crunch,Puzzle
5945,Farming World,Simulator
5946,Pinball FX2 - Marvel Pinball Avengers Chronicles pack,Genre not found
5947,Pinball FX2 - Marvel Pinball Original Pack,Genre not found
5948,Post Master ,Simulator
5949,Syder Arcade,Shooter
5950,The Shivah,Point-and-click
5951,Zoo Park,Simulator
5952,Shadow Harvest Phantom Ops,Shooter
5953,GUILTY GEAR XX ACCENT CORE PLUS R,Fighting
5954,Guilty Gear X2 #Reload,Fighting
5955,12 Labours of Hercules II The Cretan Bull,Puzzle
5956,9 Clues 2 The Ward,Point-and-click
5957,Curse The Eye of Isis,Adventure
5958,Face It - A game to fight inner demons,Adventure
